cnmr,graph
nmrshiftdb2_10006349.csv,nmrshiftdb2_10006349.pickle
nmrshiftdb2_10006399.csv,nmrshiftdb2_10006399.pickle
nmrshiftdb2_10006400.csv,nmrshiftdb2_10006400.pickle
nmrshiftdb2_10006413.csv,nmrshiftdb2_10006413.pickle
nmrshiftdb2_10006416.csv,nmrshiftdb2_10006416.pickle
nmrshiftdb2_10006420.csv,nmrshiftdb2_10006420.pickle
nmrshiftdb2_10006441.csv,nmrshiftdb2_10006441.pickle
nmrshiftdb2_10006444.csv,nmrshiftdb2_10006444.pickle
nmrshiftdb2_10006448.csv,nmrshiftdb2_10006448.pickle
nmrshiftdb2_10006451.csv,nmrshiftdb2_10006451.pickle
nmrshiftdb2_10006453.csv,nmrshiftdb2_10006453.pickle
nmrshiftdb2_10006455.csv,nmrshiftdb2_10006455.pickle
nmrshiftdb2_10006466.csv,nmrshiftdb2_10006466.pickle
nmrshiftdb2_10006645.csv,nmrshiftdb2_10006645.pickle
nmrshiftdb2_10006725.csv,nmrshiftdb2_10006725.pickle
nmrshiftdb2_10006727.csv,nmrshiftdb2_10006727.pickle
nmrshiftdb2_10006730.csv,nmrshiftdb2_10006730.pickle
nmrshiftdb2_10006732.csv,nmrshiftdb2_10006732.pickle
nmrshiftdb2_10006735.csv,nmrshiftdb2_10006735.pickle
nmrshiftdb2_10006736.csv,nmrshiftdb2_10006736.pickle
nmrshiftdb2_10006737.csv,nmrshiftdb2_10006737.pickle
nmrshiftdb2_10006809.csv,nmrshiftdb2_10006809.pickle
nmrshiftdb2_10006898.csv,nmrshiftdb2_10006898.pickle
nmrshiftdb2_10006901.csv,nmrshiftdb2_10006901.pickle
nmrshiftdb2_10006977.csv,nmrshiftdb2_10006977.pickle
nmrshiftdb2_10006980.csv,nmrshiftdb2_10006980.pickle
nmrshiftdb2_10007022.csv,nmrshiftdb2_10007022.pickle
nmrshiftdb2_10007146.csv,nmrshiftdb2_10007146.pickle
nmrshiftdb2_10007149.csv,nmrshiftdb2_10007149.pickle
nmrshiftdb2_10007150.csv,nmrshiftdb2_10007150.pickle
nmrshiftdb2_10007273.csv,nmrshiftdb2_10007273.pickle
nmrshiftdb2_10007399.csv,nmrshiftdb2_10007399.pickle
nmrshiftdb2_10007523.csv,nmrshiftdb2_10007523.pickle
nmrshiftdb2_10007524.csv,nmrshiftdb2_10007524.pickle
nmrshiftdb2_10007607.csv,nmrshiftdb2_10007607.pickle
nmrshiftdb2_10007614.csv,nmrshiftdb2_10007614.pickle
nmrshiftdb2_10007649.csv,nmrshiftdb2_10007649.pickle
nmrshiftdb2_10007652.csv,nmrshiftdb2_10007652.pickle
nmrshiftdb2_10007659.csv,nmrshiftdb2_10007659.pickle
nmrshiftdb2_10007662.csv,nmrshiftdb2_10007662.pickle
nmrshiftdb2_10007667.csv,nmrshiftdb2_10007667.pickle
nmrshiftdb2_10007819.csv,nmrshiftdb2_10007819.pickle
nmrshiftdb2_10007820.csv,nmrshiftdb2_10007820.pickle
nmrshiftdb2_10007822.csv,nmrshiftdb2_10007822.pickle
nmrshiftdb2_10007823.csv,nmrshiftdb2_10007823.pickle
nmrshiftdb2_10007824.csv,nmrshiftdb2_10007824.pickle
nmrshiftdb2_10007825.csv,nmrshiftdb2_10007825.pickle
nmrshiftdb2_10007826.csv,nmrshiftdb2_10007826.pickle
nmrshiftdb2_10007827.csv,nmrshiftdb2_10007827.pickle
nmrshiftdb2_10007828.csv,nmrshiftdb2_10007828.pickle
nmrshiftdb2_10008029.csv,nmrshiftdb2_10008029.pickle
nmrshiftdb2_10008030.csv,nmrshiftdb2_10008030.pickle
nmrshiftdb2_10008031.csv,nmrshiftdb2_10008031.pickle
nmrshiftdb2_10008032.csv,nmrshiftdb2_10008032.pickle
nmrshiftdb2_10008154.csv,nmrshiftdb2_10008154.pickle
nmrshiftdb2_10008157.csv,nmrshiftdb2_10008157.pickle
nmrshiftdb2_10008158.csv,nmrshiftdb2_10008158.pickle
nmrshiftdb2_10008279.csv,nmrshiftdb2_10008279.pickle
nmrshiftdb2_10008322.csv,nmrshiftdb2_10008322.pickle
nmrshiftdb2_10008323.csv,nmrshiftdb2_10008323.pickle
nmrshiftdb2_10008324.csv,nmrshiftdb2_10008324.pickle
nmrshiftdb2_10008325.csv,nmrshiftdb2_10008325.pickle
nmrshiftdb2_10008327.csv,nmrshiftdb2_10008327.pickle
nmrshiftdb2_10008328.csv,nmrshiftdb2_10008328.pickle
nmrshiftdb2_10008331.csv,nmrshiftdb2_10008331.pickle
nmrshiftdb2_10008332.csv,nmrshiftdb2_10008332.pickle
nmrshiftdb2_10008489.csv,nmrshiftdb2_10008489.pickle
nmrshiftdb2_10008491.csv,nmrshiftdb2_10008491.pickle
nmrshiftdb2_10008493.csv,nmrshiftdb2_10008493.pickle
nmrshiftdb2_10008574.csv,nmrshiftdb2_10008574.pickle
nmrshiftdb2_10008575.csv,nmrshiftdb2_10008575.pickle
nmrshiftdb2_10008576.csv,nmrshiftdb2_10008576.pickle
nmrshiftdb2_10008577.csv,nmrshiftdb2_10008577.pickle
nmrshiftdb2_10008578.csv,nmrshiftdb2_10008578.pickle
nmrshiftdb2_10008579.csv,nmrshiftdb2_10008579.pickle
nmrshiftdb2_10008580.csv,nmrshiftdb2_10008580.pickle
nmrshiftdb2_10008581.csv,nmrshiftdb2_10008581.pickle
nmrshiftdb2_10008582.csv,nmrshiftdb2_10008582.pickle
nmrshiftdb2_10008583.csv,nmrshiftdb2_10008583.pickle
nmrshiftdb2_10008584.csv,nmrshiftdb2_10008584.pickle
nmrshiftdb2_10008586.csv,nmrshiftdb2_10008586.pickle
nmrshiftdb2_10008587.csv,nmrshiftdb2_10008587.pickle
nmrshiftdb2_10008588.csv,nmrshiftdb2_10008588.pickle
nmrshiftdb2_10008591.csv,nmrshiftdb2_10008591.pickle
nmrshiftdb2_10008592.csv,nmrshiftdb2_10008592.pickle
nmrshiftdb2_10008595.csv,nmrshiftdb2_10008595.pickle
nmrshiftdb2_10008597.csv,nmrshiftdb2_10008597.pickle
nmrshiftdb2_10008598.csv,nmrshiftdb2_10008598.pickle
nmrshiftdb2_10008599.csv,nmrshiftdb2_10008599.pickle
nmrshiftdb2_10008600.csv,nmrshiftdb2_10008600.pickle
nmrshiftdb2_10008601.csv,nmrshiftdb2_10008601.pickle
nmrshiftdb2_10008602.csv,nmrshiftdb2_10008602.pickle
nmrshiftdb2_10008603.csv,nmrshiftdb2_10008603.pickle
nmrshiftdb2_10008604.csv,nmrshiftdb2_10008604.pickle
nmrshiftdb2_10008605.csv,nmrshiftdb2_10008605.pickle
nmrshiftdb2_10008606.csv,nmrshiftdb2_10008606.pickle
nmrshiftdb2_10008607.csv,nmrshiftdb2_10008607.pickle
nmrshiftdb2_10008608.csv,nmrshiftdb2_10008608.pickle
nmrshiftdb2_10008609.csv,nmrshiftdb2_10008609.pickle
nmrshiftdb2_10008610.csv,nmrshiftdb2_10008610.pickle
nmrshiftdb2_10008611.csv,nmrshiftdb2_10008611.pickle
nmrshiftdb2_10008612.csv,nmrshiftdb2_10008612.pickle
nmrshiftdb2_10008613.csv,nmrshiftdb2_10008613.pickle
nmrshiftdb2_10008614.csv,nmrshiftdb2_10008614.pickle
nmrshiftdb2_10008615.csv,nmrshiftdb2_10008615.pickle
nmrshiftdb2_10008616.csv,nmrshiftdb2_10008616.pickle
nmrshiftdb2_10008617.csv,nmrshiftdb2_10008617.pickle
nmrshiftdb2_10008618.csv,nmrshiftdb2_10008618.pickle
nmrshiftdb2_10008619.csv,nmrshiftdb2_10008619.pickle
nmrshiftdb2_10008620.csv,nmrshiftdb2_10008620.pickle
nmrshiftdb2_10008621.csv,nmrshiftdb2_10008621.pickle
nmrshiftdb2_10008622.csv,nmrshiftdb2_10008622.pickle
nmrshiftdb2_10008623.csv,nmrshiftdb2_10008623.pickle
nmrshiftdb2_10008624.csv,nmrshiftdb2_10008624.pickle
nmrshiftdb2_10008625.csv,nmrshiftdb2_10008625.pickle
nmrshiftdb2_10008626.csv,nmrshiftdb2_10008626.pickle
nmrshiftdb2_10008627.csv,nmrshiftdb2_10008627.pickle
nmrshiftdb2_10008628.csv,nmrshiftdb2_10008628.pickle
nmrshiftdb2_10008629.csv,nmrshiftdb2_10008629.pickle
nmrshiftdb2_10008633.csv,nmrshiftdb2_10008633.pickle
nmrshiftdb2_10008634.csv,nmrshiftdb2_10008634.pickle
nmrshiftdb2_10008636.csv,nmrshiftdb2_10008636.pickle
nmrshiftdb2_10008638.csv,nmrshiftdb2_10008638.pickle
nmrshiftdb2_10008639.csv,nmrshiftdb2_10008639.pickle
nmrshiftdb2_10008640.csv,nmrshiftdb2_10008640.pickle
nmrshiftdb2_10008641.csv,nmrshiftdb2_10008641.pickle
nmrshiftdb2_10008642.csv,nmrshiftdb2_10008642.pickle
nmrshiftdb2_10008643.csv,nmrshiftdb2_10008643.pickle
nmrshiftdb2_10008644.csv,nmrshiftdb2_10008644.pickle
nmrshiftdb2_10008645.csv,nmrshiftdb2_10008645.pickle
nmrshiftdb2_10008646.csv,nmrshiftdb2_10008646.pickle
nmrshiftdb2_10008647.csv,nmrshiftdb2_10008647.pickle
nmrshiftdb2_10008648.csv,nmrshiftdb2_10008648.pickle
nmrshiftdb2_10008649.csv,nmrshiftdb2_10008649.pickle
nmrshiftdb2_10008650.csv,nmrshiftdb2_10008650.pickle
nmrshiftdb2_10008651.csv,nmrshiftdb2_10008651.pickle
nmrshiftdb2_10008652.csv,nmrshiftdb2_10008652.pickle
nmrshiftdb2_10008653.csv,nmrshiftdb2_10008653.pickle
nmrshiftdb2_10008654.csv,nmrshiftdb2_10008654.pickle
nmrshiftdb2_10008655.csv,nmrshiftdb2_10008655.pickle
nmrshiftdb2_10008656.csv,nmrshiftdb2_10008656.pickle
nmrshiftdb2_10008657.csv,nmrshiftdb2_10008657.pickle
nmrshiftdb2_10008658.csv,nmrshiftdb2_10008658.pickle
nmrshiftdb2_10008659.csv,nmrshiftdb2_10008659.pickle
nmrshiftdb2_10008660.csv,nmrshiftdb2_10008660.pickle
nmrshiftdb2_10008661.csv,nmrshiftdb2_10008661.pickle
nmrshiftdb2_10008662.csv,nmrshiftdb2_10008662.pickle
nmrshiftdb2_10008663.csv,nmrshiftdb2_10008663.pickle
nmrshiftdb2_10008664.csv,nmrshiftdb2_10008664.pickle
nmrshiftdb2_10008666.csv,nmrshiftdb2_10008666.pickle
nmrshiftdb2_10008667.csv,nmrshiftdb2_10008667.pickle
nmrshiftdb2_10008668.csv,nmrshiftdb2_10008668.pickle
nmrshiftdb2_10008669.csv,nmrshiftdb2_10008669.pickle
nmrshiftdb2_10008670.csv,nmrshiftdb2_10008670.pickle
nmrshiftdb2_10008671.csv,nmrshiftdb2_10008671.pickle
nmrshiftdb2_10008672.csv,nmrshiftdb2_10008672.pickle
nmrshiftdb2_10008673.csv,nmrshiftdb2_10008673.pickle
nmrshiftdb2_10008674.csv,nmrshiftdb2_10008674.pickle
nmrshiftdb2_10008675.csv,nmrshiftdb2_10008675.pickle
nmrshiftdb2_10008676.csv,nmrshiftdb2_10008676.pickle
nmrshiftdb2_10008677.csv,nmrshiftdb2_10008677.pickle
nmrshiftdb2_10008678.csv,nmrshiftdb2_10008678.pickle
nmrshiftdb2_10008679.csv,nmrshiftdb2_10008679.pickle
nmrshiftdb2_10008680.csv,nmrshiftdb2_10008680.pickle
nmrshiftdb2_10008681.csv,nmrshiftdb2_10008681.pickle
nmrshiftdb2_10008682.csv,nmrshiftdb2_10008682.pickle
nmrshiftdb2_10008683.csv,nmrshiftdb2_10008683.pickle
nmrshiftdb2_10008684.csv,nmrshiftdb2_10008684.pickle
nmrshiftdb2_10008685.csv,nmrshiftdb2_10008685.pickle
nmrshiftdb2_10008686.csv,nmrshiftdb2_10008686.pickle
nmrshiftdb2_10008687.csv,nmrshiftdb2_10008687.pickle
nmrshiftdb2_10008688.csv,nmrshiftdb2_10008688.pickle
nmrshiftdb2_10008689.csv,nmrshiftdb2_10008689.pickle
nmrshiftdb2_10008690.csv,nmrshiftdb2_10008690.pickle
nmrshiftdb2_10008691.csv,nmrshiftdb2_10008691.pickle
nmrshiftdb2_10008692.csv,nmrshiftdb2_10008692.pickle
nmrshiftdb2_10008693.csv,nmrshiftdb2_10008693.pickle
nmrshiftdb2_10008694.csv,nmrshiftdb2_10008694.pickle
nmrshiftdb2_10008695.csv,nmrshiftdb2_10008695.pickle
nmrshiftdb2_10008696.csv,nmrshiftdb2_10008696.pickle
nmrshiftdb2_10008697.csv,nmrshiftdb2_10008697.pickle
nmrshiftdb2_10008698.csv,nmrshiftdb2_10008698.pickle
nmrshiftdb2_10008699.csv,nmrshiftdb2_10008699.pickle
nmrshiftdb2_10008700.csv,nmrshiftdb2_10008700.pickle
nmrshiftdb2_10008701.csv,nmrshiftdb2_10008701.pickle
nmrshiftdb2_10008702.csv,nmrshiftdb2_10008702.pickle
nmrshiftdb2_10008703.csv,nmrshiftdb2_10008703.pickle
nmrshiftdb2_10008705.csv,nmrshiftdb2_10008705.pickle
nmrshiftdb2_10008707.csv,nmrshiftdb2_10008707.pickle
nmrshiftdb2_10008708.csv,nmrshiftdb2_10008708.pickle
nmrshiftdb2_10008709.csv,nmrshiftdb2_10008709.pickle
nmrshiftdb2_10008710.csv,nmrshiftdb2_10008710.pickle
nmrshiftdb2_10008711.csv,nmrshiftdb2_10008711.pickle
nmrshiftdb2_10008712.csv,nmrshiftdb2_10008712.pickle
nmrshiftdb2_10008713.csv,nmrshiftdb2_10008713.pickle
nmrshiftdb2_10008714.csv,nmrshiftdb2_10008714.pickle
nmrshiftdb2_10008715.csv,nmrshiftdb2_10008715.pickle
nmrshiftdb2_10008716.csv,nmrshiftdb2_10008716.pickle
nmrshiftdb2_10008717.csv,nmrshiftdb2_10008717.pickle
nmrshiftdb2_10008718.csv,nmrshiftdb2_10008718.pickle
nmrshiftdb2_10008719.csv,nmrshiftdb2_10008719.pickle
nmrshiftdb2_10008721.csv,nmrshiftdb2_10008721.pickle
nmrshiftdb2_10008722.csv,nmrshiftdb2_10008722.pickle
nmrshiftdb2_10008723.csv,nmrshiftdb2_10008723.pickle
nmrshiftdb2_10008725.csv,nmrshiftdb2_10008725.pickle
nmrshiftdb2_10008727.csv,nmrshiftdb2_10008727.pickle
nmrshiftdb2_10008728.csv,nmrshiftdb2_10008728.pickle
nmrshiftdb2_10008729.csv,nmrshiftdb2_10008729.pickle
nmrshiftdb2_10008732.csv,nmrshiftdb2_10008732.pickle
nmrshiftdb2_10008733.csv,nmrshiftdb2_10008733.pickle
nmrshiftdb2_10008735.csv,nmrshiftdb2_10008735.pickle
nmrshiftdb2_10008736.csv,nmrshiftdb2_10008736.pickle
nmrshiftdb2_10008737.csv,nmrshiftdb2_10008737.pickle
nmrshiftdb2_10008738.csv,nmrshiftdb2_10008738.pickle
nmrshiftdb2_10008739.csv,nmrshiftdb2_10008739.pickle
nmrshiftdb2_10008740.csv,nmrshiftdb2_10008740.pickle
nmrshiftdb2_10008743.csv,nmrshiftdb2_10008743.pickle
nmrshiftdb2_10008745.csv,nmrshiftdb2_10008745.pickle
nmrshiftdb2_10008746.csv,nmrshiftdb2_10008746.pickle
nmrshiftdb2_10008748.csv,nmrshiftdb2_10008748.pickle
nmrshiftdb2_10008749.csv,nmrshiftdb2_10008749.pickle
nmrshiftdb2_10008750.csv,nmrshiftdb2_10008750.pickle
nmrshiftdb2_10008751.csv,nmrshiftdb2_10008751.pickle
nmrshiftdb2_10008752.csv,nmrshiftdb2_10008752.pickle
nmrshiftdb2_10008762.csv,nmrshiftdb2_10008762.pickle
nmrshiftdb2_10008763.csv,nmrshiftdb2_10008763.pickle
nmrshiftdb2_10008764.csv,nmrshiftdb2_10008764.pickle
nmrshiftdb2_10008765.csv,nmrshiftdb2_10008765.pickle
nmrshiftdb2_10008766.csv,nmrshiftdb2_10008766.pickle
nmrshiftdb2_10008767.csv,nmrshiftdb2_10008767.pickle
nmrshiftdb2_10008768.csv,nmrshiftdb2_10008768.pickle
nmrshiftdb2_10008769.csv,nmrshiftdb2_10008769.pickle
nmrshiftdb2_10008770.csv,nmrshiftdb2_10008770.pickle
nmrshiftdb2_10008771.csv,nmrshiftdb2_10008771.pickle
nmrshiftdb2_10008772.csv,nmrshiftdb2_10008772.pickle
